Customer_ID,Order_Date,Age,Gender,City,Subscription_Type,Acquisition_Channel,Product_Category,Total_Orders,Total_Spending,Average_Order_Value,Discount_Percentage,Website_Visits,Avg_Session_Duration_Min,Satisfaction_Score,Support_Tickets,Refund_Requests,Premium_Customer,Churn_Status,Customer_Lifetime_Value
CUST107803,2024-07-09,27.0,Male,Nagpur,Basic,Email,Sports,8,4695.04,586.88,4.3,12,9.3,5.4,2,1,Yes,No,8731.14
CUST113319,2024-11-06,33.0,Male,Bengaluru,Basic,Paid Ads,Home & Kitchen,12,27953.52,2329.46,4.5,8,6.4,8.6,0,0,No,No,49868.48
CUST111689,2025-03-19,31.0,Female,Nagpur,Premium,Referral,Fashion,7,8834.56,1262.08,6.8,14,10.7,7.2,3,0,Yes,No,29236.15
CUST112645,2025-06-21,37.0,Female,Nagpur,Basic,Organic Search,Home & Kitchen,12,25973.76,2164.48,7.6,15,11.5,7.7,1,0,No,No,73773.81
CUST106367,2025-05-16,32.0,Female,Pune,Standard,Email,Sports,8,15694.48,1961.81,1.8,16,5.9,7.6,2,2,Yes,No,33866.27
CUST113651,2024-03-10,37.0,Female,Kolkata,Standard,Referral,Beauty,11,22948.42,2086.22,23.3,7,5.7,7.7,2,0,No,No,64662.76
CUST110095,2024-02-09,33.0,Male,Kolkata,Standard,Paid Ads,Sports,8,6594.32,824.29,5.2,17,,9.5,1,1,No,No,19678.74
CUST103096,2025-03-28,46.0,Male,Delhi,Premium,Paid Ads,Books,7,8575.35,1225.05,0.9,8,7.6,5.2,1,0,No,Yes,26155.51
CUST113590,2024-01-03,36.0,Male,Hyderabad,Premium,Email,Beauty,12,18393.0,1532.75,1.2,6,9.2,4.0,0,1,No,No,41937.88
CUST103286,2025-01-23,48.0,Female,Nagpur,Premium,Paid Ads,Sports,9,24050.7,2672.3,13.5,13,9.7,5.6,1,0,No,No,57141.87
CUST111568,2024-12-21,32.0,Male,Mumbai,Standard,Organic Search,Beauty,9,16858.17,1873.13,7.5,12,2.6,6.2,2,1,Yes,No,29325.65
CUST109482,2024-12-22,30.0,Male,Nagpur,Basic,Referral,Books,11,9976.23,906.93,11.8,18,5.8,6.9,3,1,Yes,No,24702.38
CUST111899,2025-03-27,19.0,Male,Pune,Basic,Email,Home & Kitchen,7,7228.41,1032.63,13.0,10,10.6,,3,1,No,Yes,17001.92
CUST101314,2024-02-15,39.0,Female,Jaipur,Standard,Organic Search,Home & Kitchen,9,10881.27,1209.03,3.7,10,4.8,6.5,2,0,No,No,32788.85
CUST114178,2024-11-17,18.0,Female,Chennai,Basic,Organic Search,Sports,11,41847.74,3804.34,10.8,16,6.5,3.9,0,0,No,No,78717.19
CUST109239,2025-03-07,26.0,Other,Pune,Basic,Email,Home & Kitchen,11,17211.48,1564.68,8.6,18,10.4,6.9,4,1,No,No,42995.03
CUST108399,2024-06-22,40.0,Male,Hyderabad,Premium,Email,Fashion,12,31075.8,2589.65,3.5,15,7.9,8.5,1,1,No,No,52993.71
CUST102904,2025-04-01,37.0,Other,Chennai,Standard,Organic Search,Fashion,12,9190.32,765.86,3.0,18,5.8,8.9,1,2,No,No,14006.91
CUST107992,2025-11-21,34.0,Male,Delhi,Basic,Paid Ads,Sports,5,7519.25,1503.85,9.4,14,7.3,5.6,1,0,No,No,14921.46
CUST103334,2024-08-20,39.0,Female,Delhi,Premium,Email,Fashion,8,14063.68,1757.96,15.9,14,10.2,7.7,1,1,No,No,33841.51
CUST111300,2025-10-13,30.0,Male,Ahmedabad,Standard,Paid Ads,Sports,9,7190.64,798.96,19.0,15,,7.5,2,0,No,No,14961.55
CUST103054,2025-01-21,27.0,Male,Hyderabad,Premium,Email,Fashion,9,9369.18,1041.02,12.4,11,9.8,6.1,3,1,Yes,No,32078.63
CUST112674,2025-01-24,32.0,Male,Bengaluru,Standard,Email,Books,9,25829.91,2869.99,8.3,7,7.3,9.3,2,0,No,No,62237.08
CUST105073,2024-08-27,39.0,Female,Hyderabad,Premium,Referral,Home & Kitchen,14,17839.78,1274.27,4.2,19,4.3,5.5,6,1,Yes,No,60195.91
CUST110123,2025-04-18,40.0,Female,Chennai,Premium,Email,Electronics,5,7904.2,1580.84,0.9,9,4.7,7.8,2,1,No,No,24521.06
CUST109835,2025-06-07,53.0,Male,Delhi,Premium,Paid Ads,Electronics,4,5404.68,1351.17,8.3,14,8.7,7.3,2,0,Yes,No,19206.79
CUST108888,2025-01-05,33.0,,Hyderabad,Standard,Referral,Fashion,6,13326.6,2221.1,23.0,12,7.0,7.1,6,0,No,No,35398.99
CUST102270,2024-03-27,33.0,Male,Delhi,Basic,Email,Electronics,9,14596.83,1621.87,6.0,16,14.3,6.8,3,0,Yes,No,48537.32
CUST114136,2025-07-28,39.0,Other,Bengaluru,Standard,Referral,Sports,12,32286.72,2690.56,11.0,8,9.0,5.7,5,1,No,Yes,67799.57
CUST113071,2024-06-11,37.0,Female,Hyderabad,Standard,Email,Books,12,15293.52,1274.46,17.2,12,9.2,6.5,3,2,No,No,25890.63
CUST113347,2025-10-21,34.0,Male,Kolkata,Premium,Social Media,Fashion,6,9898.26,1649.71,13.6,16,12.6,9.8,3,0,No,No,30686.58
CUST111341,2024-12-27,33.0,Female,Hyderabad,Basic,Paid Ads,Electronics,7,35985.6,5140.8,8.7,17,7.6,3.9,3,2,No,No,97111.05
CUST109396,2025-05-14,40.0,Female,Kolkata,Standard,Email,Sports,4,12032.12,3008.03,10.4,7,8.3,7.5,3,0,No,No,38168.78
CUST110541,2025-08-26,21.0,Female,Delhi,Standard,Paid Ads,Sports,12,35323.56,2943.63,11.4,13,9.0,8.2,4,0,No,Yes,62380.6
CUST106391,2024-07-19,18.0,Male,Ahmedabad,Standard,Paid Ads,Sports,9,16841.61,1871.29,12.2,14,5.4,7.4,4,1,No,No,47289.28
CUST109815,2024-07-22,33.0,Male,Kolkata,Standard,Referral,Fashion,5,9706.65,1941.33,6.9,20,11.4,8.2,5,0,No,No,28547.71
CUST107747,2024-07-08,47.0,Female,Bengaluru,Standard,Referral,Sports,11,23118.7,2101.7,13.2,14,8.8,6.5,0,2,No,No,59550.72
CUST108607,2025-12-16,21.0,Female,Pune,Standard,Paid Ads,Home & Kitchen,9,26934.21,2992.69,8.8,9,4.9,8.1,3,0,No,No,68812.92
CUST104708,2024-10-31,30.0,Female,Hyderabad,Premium,Paid Ads,Sports,8,19512.8,2439.1,5.6,10,12.3,5.8,2,1,No,No,51127.09
CUST113398,2025-08-05,27.0,Male,Pune,Standard,Referral,Beauty,8,15270.8,1908.85,15.0,14,12.1,7.6,2,1,No,No,35656.27
CUST102115,2025-09-18,41.0,Female,Hyderabad,Basic,Referral,Home & Kitchen,11,23979.12,2179.92,16.8,11,7.8,7.4,1,0,Yes,No,53740.72
CUST111975,2024-03-14,28.0,Female,Bengaluru,Basic,Referral,Fashion,6,6746.58,1124.43,9.4,17,3.9,5.6,1,0,No,No,19967.79
CUST101542,2025-04-11,50.0,Male,Nagpur,Basic,Referral,Sports,6,15138.6,2523.1,8.2,12,6.2,7.0,3,0,No,No,27242.6
CUST106533,2024-05-13,48.0,Other,Mumbai,Standard,Paid Ads,Fashion,9,12593.16,1399.24,7.3,14,5.0,6.6,3,0,No,No,33198.67
CUST102603,2025-03-21,,Male,Mumbai,Basic,Social Media,Books,10,6990.9,699.09,3.4,19,4.5,8.8,2,0,No,No,14784.31
CUST112895,2024-09-12,31.0,Male,Ahmedabad,Standard,Social Media,Fashion,3,3890.94,1296.98,1.3,18,9.4,7.8,4,0,No,No,5782.75
CUST104608,2024-07-12,38.0,Male,Kolkata,Premium,Email,Home & Kitchen,10,8257.9,825.79,10.0,15,15.0,7.6,2,0,No,No,13874.24
CUST110468,2024-09-01,44.0,Female,Nagpur,Standard,Social Media,Home & Kitchen,9,37392.39,4154.71,16.7,14,8.7,8.3,1,0,Yes,No,123858.95
CUST108995,2025-08-17,34.0,Female,Delhi,Standard,Social Media,Books,5,16496.9,3299.38,10.9,15,6.3,7.1,3,1,Yes,No,54351.9
CUST110826,2025-01-11,31.0,Male,Pune,Standard,Organic Search,Electronics,7,16359.21,2337.03,23.6,17,4.6,7.7,1,1,No,No,30973.69
CUST104757,2024-09-14,21.0,Female,Nagpur,Basic,Referral,Electronics,11,12063.7,1096.7,17.3,18,6.6,5.2,2,0,Yes,No,29452.72
CUST108514,2024-11-19,38.0,Male,Mumbai,Standard,Social Media,Electronics,10,11169.2,1116.92,2.2,9,4.9,6.2,2,0,Yes,No,26380.83
CUST105539,2025-09-24,23.0,Male,Bengaluru,Basic,Email,Fashion,8,12641.68,1580.21,10.0,15,7.4,7.4,3,0,No,No,30079.58
CUST106928,2025-07-17,24.0,Male,Jaipur,Standard,Paid Ads,Electronics,7,15646.96,2235.28,13.7,13,9.8,3.1,4,0,Yes,Yes,36978.81
CUST100521,2024-03-22,19.0,Male,Jaipur,Standard,Organic Search,Electronics,11,23787.17,2162.47,6.0,10,5.6,6.8,2,0,No,No,65350.49
CUST110482,2024-06-19,32.0,Male,Kolkata,Premium,Organic Search,Beauty,14,40980.1,2927.15,3.7,14,11.1,6.2,0,0,Yes,No,81464.42
CUST111622,2024-12-15,46.0,Female,Hyderabad,Basic,Paid Ads,Fashion,13,23681.19,1821.63,27.1,13,6.2,5.5,2,0,No,No,65779.95
CUST113650,2024-12-22,39.0,Male,Hyderabad,Basic,Referral,Electronics,15,43399.65,2893.31,25.0,9,13.0,6.4,2,0,No,No,71182.71
CUST113124,2024-02-07,34.0,Male,Ahmedabad,Standard,Paid Ads,Fashion,9,24511.41,2723.49,23.1,10,9.3,6.5,1,1,No,No,60979.57
CUST101093,2025-09-25,41.0,Male,Chennai,Standard,Referral,Sports,12,23411.04,1950.92,12.8,15,8.8,5.3,0,0,No,No,63929.44
CUST112390,2024-11-09,33.0,Female,Jaipur,Premium,Email,Fashion,7,20641.67,2948.81,8.8,15,11.7,9.5,1,1,No,No,64681.65
CUST109181,2025-06-02,33.0,Male,Ahmedabad,Standard,Paid Ads,Fashion,10,31738.0,3173.8,18.7,18,5.0,6.1,1,0,Yes,No,67906.07
CUST104914,2024-02-10,35.0,Female,Mumbai,Basic,Organic Search,Electronics,9,9614.88,1068.32,8.6,16,9.6,4.1,1,0,No,No,25757.96
CUST108484,2024-08-07,22.0,Female,Pune,Standard,Organic Search,Beauty,9,6933.33,770.37,24.4,14,3.3,10.0,3,2,No,No,10724.54
CUST103772,2024-05-23,30.0,Female,Delhi,Standard,Email,Books,8,20478.64,2559.83,29.2,12,4.0,4.3,1,1,No,No,44427.19
CUST106376,2025-03-04,44.0,Female,Bengaluru,Basic,Referral,Books,5,11196.55,2239.31,13.1,11,12.7,5.6,2,0,Yes,No,18129.47
CUST101110,2024-10-18,51.0,Male,Bengaluru,Premium,Social Media,Fashion,9,19705.32,2189.48,17.2,14,4.4,5.7,6,0,Yes,No,57286.76
CUST104656,2025-02-09,53.0,Male,Jaipur,Standard,Organic Search,Sports,13,25056.59,1927.43,15.6,16,6.2,4.6,3,0,No,No,63470.74
CUST109996,2024-06-08,46.0,Female,Pune,Premium,Email,Electronics,11,24059.42,2187.22,13.9,15,9.5,6.5,1,0,No,No,72840.19
CUST101039,2025-11-02,36.0,Female,Mumbai,Premium,Paid Ads,Sports,7,26631.08,3804.44,15.3,9,7.9,3.3,1,1,No,Yes,55181.54
CUST109432,2024-02-08,27.0,Female,Ahmedabad,Standard,Organic Search,Electronics,4,2087.8,521.95,0.2,8,6.0,9.7,1,0,Yes,No,6085.71
CUST100021,2025-10-14,47.0,Male,Bengaluru,Standard,Social Media,Home & Kitchen,9,4175.37,463.93,18.6,16,5.5,9.8,1,0,Yes,No,14938.45
CUST108397,2024-05-23,42.0,Male,Nagpur,Premium,Social Media,Beauty,7,13534.92,1933.56,3.3,14,5.2,8.3,2,1,Yes,No,35879.69
CUST110908,2025-08-09,37.0,Female,Mumbai,Standard,Organic Search,Sports,15,17417.25,1161.15,16.3,18,7.5,7.0,4,1,No,No,55144.7
CUST105532,2025-10-07,27.0,Female,Hyderabad,Basic,Organic Search,Home & Kitchen,15,14638.5,975.9,17.7,15,6.7,8.0,2,0,No,No,36056.18
CUST109086,2024-02-18,30.0,Male,Delhi,Basic,Referral,Electronics,10,15800.5,1580.05,15.9,12,7.3,5.3,2,0,No,No,43126.03
CUST100935,2024-01-03,38.0,Male,Nagpur,Basic,Paid Ads,Sports,9,11548.44,1283.16,5.7,8,4.1,4.7,1,1,No,No,21240.49
CUST107774,2024-10-29,38.0,Male,Pune,Premium,Organic Search,Sports,5,7450.35,1490.07,16.9,25,5.6,5.4,2,1,No,No,12662.03
CUST106581,2025-12-12,31.0,Female,Hyderabad,Premium,Email,Books,9,9941.13,1104.57,14.9,14,13.8,8.4,2,1,No,No,22990.39
CUST113589,2025-09-20,28.0,Male,Nagpur,Basic,Paid Ads,Fashion,10,31601.5,3160.15,21.0,15,12.5,9.5,1,0,No,No,72373.17
CUST114199,2025-08-10,35.0,Male,Hyderabad,Premium,Paid Ads,Sports,12,10984.8,915.4,20.4,13,6.3,8.0,3,0,Yes,No,29277.28
CUST101727,2025-04-03,29.0,Male,Mumbai,Standard,Organic Search,Home & Kitchen,9,23378.4,2597.6,16.7,13,11.3,7.8,3,1,No,No,33895.52
CUST104491,2024-07-20,38.0,Female,Hyderabad,Basic,Email,Beauty,9,9794.7,1088.3,11.1,9,15.4,6.6,0,0,Yes,No,20765.36
CUST110310,2024-09-25,40.0,Male,Pune,Standard,Social Media,Books,8,6196.4,774.55,24.9,10,10.0,9.4,6,1,Yes,No,14321.65
CUST108848,2024-08-19,35.0,Female,Nagpur,Premium,Organic Search,Fashion,10,21394.6,2139.46,8.7,17,6.9,7.0,2,0,No,No,64670.68
CUST101738,2025-10-14,24.0,Female,Hyderabad,Standard,Referral,Home & Kitchen,12,13515.96,1126.33,3.8,15,11.6,7.1,2,1,No,No,28070.08
CUST113129,2025-12-08,22.0,Female,Jaipur,Standard,Paid Ads,Beauty,8,16849.76,2106.22,6.3,21,7.7,5.6,3,1,No,Yes,51523.38
CUST100562,2024-02-22,53.0,Female,Pune,Standard,Paid Ads,Home & Kitchen,10,13682.3,1368.23,8.1,10,8.2,6.8,4,0,No,No,25467.27
CUST111639,2025-03-18,32.0,Male,Kolkata,Basic,Paid Ads,Fashion,9,20628.45,2292.05,1.7,17,1.4,7.9,1,0,Yes,No,34588.66
CUST113864,2025-07-13,35.0,Female,Ahmedabad,Standard,Paid Ads,Fashion,11,14936.24,1357.84,14.4,12,3.9,6.5,2,0,No,No,30387.66
CUST111946,2024-01-17,34.0,Male,Kolkata,Premium,Referral,Books,7,17926.86,2560.98,18.8,16,5.9,9.2,1,0,No,No,41052.36
CUST101163,2025-04-03,21.0,Female,Bengaluru,Standard,Organic Search,Fashion,7,25660.04,3665.72,11.2,13,4.1,7.9,3,0,No,No,63543.76
CUST108886,2025-03-27,38.0,Female,Kolkata,Premium,Paid Ads,Sports,10,12684.9,1268.49,14.2,18,4.6,7.6,2,1,Yes,No,24660.94
CUST110063,2024-02-17,42.0,Other,Ahmedabad,Standard,Paid Ads,Books,6,14267.04,2377.84,10.8,11,11.2,7.9,2,1,Yes,No,47169.93
CUST108063,2024-05-28,20.0,Male,Hyderabad,Basic,Social Media,Home & Kitchen,6,21845.04,3640.84,14.7,13,13.1,6.0,2,0,No,No,31850.74
CUST107536,2025-01-30,24.0,Female,Hyderabad,Premium,Social Media,Books,8,4427.36,553.42,3.4,11,6.5,4.4,2,0,No,No,14051.22
CUST101528,2025-10-08,48.0,Male,Mumbai,Premium,Referral,Sports,11,31771.96,2888.36,11.1,12,9.4,4.7,4,0,Yes,No,71085.97
CUST107765,2024-03-20,47.0,Female,Bengaluru,Premium,Social Media,Home & Kitchen,8,18221.28,2277.66,13.6,10,8.4,4.5,5,1,No,No,45135.47
CUST107891,2024-10-29,35.0,Female,Nagpur,Standard,Social Media,Electronics,7,12036.15,1719.45,3.5,10,9.2,8.3,1,2,Yes,No,23715.45
CUST102931,2025-07-26,42.0,Female,Ahmedabad,Premium,Organic Search,Sports,9,35006.22,3889.58,9.2,16,10.3,7.6,1,0,No,No,69683.72
CUST112849,2025-02-19,20.0,Female,Ahmedabad,Basic,Paid Ads,Fashion,4,6807.6,1701.9,2.8,9,9.2,6.0,3,1,No,No,16408.8
CUST100059,2024-10-18,37.0,Male,Jaipur,Basic,Referral,Books,13,32190.47,2476.19,9.0,12,1.2,9.0,3,1,No,Yes,59408.03
CUST111166,2025-03-29,36.0,Female,Hyderabad,Standard,Organic Search,Fashion,11,9004.93,818.63,4.9,13,1.0,9.9,1,1,No,No,21499.46
CUST108243,2024-12-01,32.0,Male,Ahmedabad,Standard,Paid Ads,Fashion,8,18269.52,2283.69,11.8,13,3.6,6.7,2,0,Yes,No,45288.97
CUST112812,2024-03-11,31.0,Male,Delhi,Basic,Referral,Sports,9,19626.21,2180.69,10.8,14,7.5,5.6,2,2,No,No,28349.79
CUST104484,2024-05-10,39.0,Male,Nagpur,Premium,Social Media,Beauty,8,12406.24,1550.78,6.4,9,8.9,7.0,2,0,Yes,No,39456.46
CUST102292,2025-12-16,43.0,Female,Chennai,Standard,Social Media,Electronics,11,17088.39,1553.49,18.0,17,7.3,7.7,0,0,Yes,No,28873.87
CUST108230,2025-11-05,41.0,Female,Hyderabad,Standard,Email,Electronics,8,10242.48,1280.31,10.5,17,8.5,6.4,2,0,Yes,No,24064.15
CUST112888,2024-12-14,34.0,Male,Nagpur,Premium,Social Media,Sports,12,31584.6,2632.05,20.1,17,11.5,9.7,3,0,No,No,60212.84
CUST108630,2025-11-04,28.0,Male,Jaipur,Premium,Paid Ads,Beauty,12,14967.24,1247.27,5.3,13,10.8,5.5,5,0,No,Yes,37478.36
CUST109598,2024-05-06,34.0,Male,Ahmedabad,Standard,Social Media,Books,8,8054.32,1006.79,29.4,13,12.5,6.8,4,1,No,No,11859.64
CUST106619,2025-12-21,21.0,Male,Nagpur,Premium,Email,Electronics,8,12347.2,1543.4,8.0,17,9.0,4.0,0,0,Yes,No,42517.19
CUST113484,2025-07-29,37.0,Male,Chennai,Standard,Social Media,Books,10,12573.1,1257.31,7.7,12,3.1,6.1,1,0,No,No,31182.62
CUST101650,2024-04-21,57.0,Male,Mumbai,Basic,Social Media,Beauty,3,3281.52,1093.84,12.7,11,11.7,7.3,2,0,No,No,4605.84
CUST114827,2024-04-07,38.0,Male,Nagpur,Standard,Email,Fashion,7,10882.2,1554.6,7.3,11,11.4,7.5,1,0,Yes,No,32207.4
CUST113841,2025-10-08,,Female,Chennai,Basic,Social Media,Sports,5,16679.95,3335.99,16.1,11,8.2,4.8,2,0,No,No,39176.75
CUST102725,2024-09-11,52.0,Male,Mumbai,Basic,Organic Search,Fashion,11,40460.09,3678.19,15.4,13,11.4,6.0,0,0,Yes,No,75926.47
CUST110943,2025-05-18,40.0,Male,Chennai,Standard,Organic Search,Home & Kitchen,5,15114.35,3022.87,11.5,13,6.9,8.8,2,0,No,No,30756.67
CUST100939,2024-12-29,36.0,Male,Nagpur,Standard,Organic Search,Electronics,10,18592.3,1859.23,17.7,14,10.9,8.4,2,0,No,No,50081.18
CUST104511,2025-05-05,23.0,Male,Chennai,Standard,Referral,Beauty,8,12061.84,1507.73,4.1,12,2.2,9.4,0,2,Yes,No,42774.15
CUST113026,2024-03-03,44.0,Male,Pune,Basic,Paid Ads,Books,10,28267.3,2826.73,11.8,15,3.8,7.7,2,0,Yes,No,98933.27
CUST114281,2025-07-06,20.0,Female,Delhi,Basic,Referral,Sports,8,23946.32,2993.29,4.3,20,,6.7,3,1,Yes,No,53055.72
CUST104695,2024-09-24,32.0,Male,Mumbai,Standard,Email,Books,8,20704.16,2588.02,15.0,11,12.3,4.1,1,1,No,No,51801.91
CUST107269,2025-08-11,36.0,Male,Delhi,Premium,Organic Search,Books,6,24601.5,4100.25,18.4,16,12.3,5.3,1,0,No,No,71245.64
CUST106561,2025-02-09,31.0,Female,Pune,Standard,Organic Search,Electronics,10,22035.8,2203.58,11.3,12,5.6,7.1,0,0,Yes,No,45947.87
CUST100999,2025-07-24,29.0,Male,Jaipur,Basic,Organic Search,Fashion,9,30499.38,3388.82,4.5,13,7.5,9.0,2,2,No,No,60759.82
CUST109294,2024-01-30,38.0,Male,Nagpur,Standard,Paid Ads,Sports,13,15356.25,1181.25,23.3,14,5.6,,2,0,Yes,No,34587.73
CUST104529,2025-02-05,34.0,Male,Nagpur,Basic,Social Media,Home & Kitchen,7,13667.85,1952.55,21.2,10,11.6,6.8,1,0,No,No,22428.56
CUST103871,2025-01-08,21.0,Male,Jaipur,Basic,Email,Home & Kitchen,12,18498.36,1541.53,18.7,5,6.1,5.8,5,0,No,No,40952.35
CUST106926,2024-04-27,22.0,Male,Bengaluru,Basic,Paid Ads,Fashion,7,13150.9,1878.7,13.4,24,7.0,6.9,0,1,Yes,No,28234.01
CUST105355,2025-11-26,29.0,Other,Bengaluru,Standard,Social Media,Books,9,18151.11,2016.79,0.6,12,11.0,6.2,1,0,Yes,No,65097.76
CUST114294,2024-02-19,31.0,Female,Delhi,Standard,Email,Beauty,10,21583.0,2158.3,25.4,12,7.0,9.5,2,2,No,No,58956.5
CUST102908,2024-10-01,24.0,Male,Ahmedabad,Standard,Paid Ads,Electronics,8,10311.36,1288.92,12.8,9,10.3,6.1,2,0,No,No,17594.65
CUST110784,2024-05-24,41.0,Female,Bengaluru,Basic,Referral,Electronics,9,30858.75,3428.75,9.2,11,4.3,7.0,1,0,Yes,No,100586.89
CUST109809,2024-10-23,18.0,Female,Delhi,Premium,Paid Ads,Books,8,7629.2,953.65,23.6,18,6.3,7.2,2,1,No,No,16102.29
CUST103539,2024-08-03,34.0,Male,Bengaluru,Basic,Referral,Electronics,9,7791.93,865.77,14.4,12,7.1,7.0,4,0,No,No,13249.68
CUST105994,2025-02-15,39.0,Male,Chennai,Basic,Social Media,Books,11,9383.66,853.06,8.8,15,9.8,6.8,0,0,Yes,No,26588.57
CUST114198,2024-12-05,30.0,Other,Delhi,Basic,Social Media,Sports,5,7148.85,1429.77,5.3,15,8.5,5.8,4,0,No,No,10681.26
CUST100916,2025-08-25,37.0,Female,Kolkata,Basic,Social Media,Fashion,12,39558.24,3296.52,15.5,13,8.8,7.3,3,0,Yes,No,101909.03
CUST113584,2024-09-07,46.0,,Pune,Basic,Email,Beauty,12,45525.36,3793.78,16.4,13,9.5,7.4,2,0,No,No,120322.47
CUST104416,2024-09-22,39.0,Male,Chennai,Basic,Organic Search,Fashion,13,49175.36,3782.72,21.5,14,9.1,7.3,1,0,No,No,100255.4
CUST113073,2024-12-05,40.0,Male,Chennai,Standard,Referral,Home & Kitchen,11,19352.85,1759.35,2.2,13,7.4,6.6,3,1,Yes,No,49820.95
CUST113616,2025-07-27,35.0,Male,Hyderabad,Basic,Organic Search,Sports,8,10456.48,1307.06,15.8,15,8.4,8.6,2,0,Yes,No,25247.46
CUST101818,2024-12-06,28.0,Female,Pune,Standard,Paid Ads,Books,5,11559.2,2311.84,8.0,14,4.9,7.3,1,0,No,No,32633.2
CUST114671,2024-01-08,38.0,Female,Nagpur,Standard,Organic Search,Beauty,11,9787.47,889.77,10.8,12,13.4,10.0,4,0,No,No,28719.24
CUST114823,2024-08-07,41.0,Female,Bengaluru,Basic,Referral,Electronics,7,12178.81,1739.83,8.7,19,7.2,5.6,1,0,No,No,25401.38
CUST103950,2024-02-15,22.0,Female,Delhi,Premium,Social Media,Books,10,18323.4,1832.34,9.5,17,9.8,,4,0,No,No,37651.66
CUST100338,2025-03-28,31.0,Female,Jaipur,Premium,Organic Search,Home & Kitchen,9,17382.78,1931.42,13.4,16,8.1,7.8,0,0,No,No,34381.04
CUST102073,2024-12-25,35.0,Female,Mumbai,Basic,Paid Ads,Books,4,5358.56,1339.64,17.9,17,6.7,5.9,3,1,Yes,No,10748.3
CUST113204,2024-08-08,35.0,Male,Bengaluru,Standard,Referral,Books,9,16380.27,1820.03,20.1,14,5.3,7.4,1,0,No,No,25710.17
CUST105823,2024-07-14,24.0,Male,Kolkata,Standard,Paid Ads,Sports,6,9196.68,1532.78,23.5,12,10.6,6.4,2,2,No,No,27845.35
CUST110540,2025-08-23,51.0,Male,Mumbai,Standard,Organic Search,Books,12,19072.68,1589.39,7.4,14,5.0,9.7,3,0,Yes,No,66846.77
CUST105144,2025-04-03,30.0,Female,Chennai,Premium,Social Media,Home & Kitchen,6,20221.2,3370.2,11.4,9,12.5,8.1,0,1,Yes,No,41524.68
CUST108219,2024-08-08,32.0,Female,Chennai,Standard,Paid Ads,Electronics,12,17710.2,1475.85,7.7,10,10.8,7.8,1,1,No,No,52291.61
CUST103514,2024-01-09,18.0,Female,Hyderabad,Basic,Referral,Electronics,16,22083.84,1380.24,18.6,18,7.3,6.3,4,0,No,No,55404.65
CUST102816,2024-08-18,41.0,Male,Mumbai,Premium,Email,Electronics,8,14752.16,1844.02,3.2,14,11.9,5.3,4,1,No,No,33737.43
CUST107587,2025-11-10,25.0,Female,Mumbai,Standard,Email,Beauty,12,13610.04,1134.17,18.8,17,5.9,5.6,3,1,Yes,No,36387.78
CUST113496,2024-06-05,,Female,Bengaluru,Premium,Social Media,Home & Kitchen,9,18362.79,2040.31,4.1,17,5.0,2.0,2,0,No,No,26916.74
CUST113716,2024-05-16,18.0,Male,Pune,Standard,Social Media,Beauty,12,22782.6,1898.55,6.5,11,7.9,7.7,2,1,Yes,No,80582.12
CUST110885,2025-04-03,42.0,Female,Kolkata,Standard,Referral,Sports,11,21965.02,1996.82,13.7,17,5.9,5.5,3,1,No,No,34521.88
CUST108442,2024-12-01,47.0,Male,Chennai,Basic,Paid Ads,Beauty,8,18885.76,2360.72,14.0,12,13.0,8.3,1,2,No,No,44328.49
CUST100767,2025-08-11,34.0,Male,Kolkata,Basic,Organic Search,Books,6,33485.1,5580.85,11.2,13,7.2,10.0,3,2,Yes,No,74207.69
CUST103783,2024-11-15,25.0,Female,Bengaluru,Standard,Email,Fashion,5,6000.3,1200.06,7.1,14,6.7,8.8,1,1,Yes,No,11173.3
CUST111831,2024-05-26,29.0,Female,Nagpur,Standard,Social Media,Fashion,12,46472.64,3872.72,8.4,13,6.4,6.0,1,0,No,No,111415.1
CUST101145,2025-04-11,32.0,Male,Bengaluru,Premium,Paid Ads,Sports,9,28618.29,3179.81,20.9,16,8.0,6.3,2,1,No,No,91099.17
CUST112256,2025-07-01,28.0,Female,Mumbai,Basic,Social Media,Home & Kitchen,3,5102.46,1700.82,5.9,10,2.8,4.5,2,1,Yes,No,13217.09
CUST102511,2024-09-10,38.0,Female,Nagpur,Standard,Paid Ads,Sports,10,10410.6,1041.06,11.2,12,5.8,5.5,2,1,Yes,No,17148.02
CUST111729,2025-01-09,29.0,Male,Nagpur,Premium,Referral,Books,12,20154.36,1679.53,18.6,13,6.8,8.0,4,0,No,No,61292.58
CUST102274,2024-06-02,34.0,Female,Kolkata,Basic,Email,Home & Kitchen,7,13610.94,1944.42,17.5,13,5.1,7.3,2,1,No,No,22384.51
CUST102861,2025-01-24,29.0,Female,Nagpur,Standard,Paid Ads,Home & Kitchen,11,23345.19,2122.29,24.2,16,3.2,4.8,2,0,Yes,Yes,61967.54
CUST101222,2025-04-11,37.0,Male,Mumbai,Standard,Referral,Fashion,9,15460.11,1717.79,5.4,7,8.0,6.6,2,1,No,No,42334.78
CUST110835,2025-03-15,49.0,Male,Mumbai,Basic,Social Media,Home & Kitchen,10,10710.7,1071.07,13.0,13,7.1,7.6,2,0,No,No,31276.48
CUST104865,2024-03-03,33.0,Male,Bengaluru,Standard,Email,Sports,4,3727.04,931.76,2.0,12,4.1,5.7,3,1,No,No,8946.33
